,ITEM,BTOS (Heirarchy order),BTOS
9978,57947,600,G
9979,57948,600,G
9980,57950,600,G
9981,57951,600,G
9982,57953,600,G
9983,57954,600,G
9984,57956,600,G
9985,57957,600,G
9986,57959,600,G
9987,57960,600,G
9988,57962,600,G
9989,57963,600,G
9990,57965,600,G
9991,57966,600,G
9992,57968,600,G
9993,57969,600,G
9994,58100,600,G
9995,58102,600,G
9996,58103,600,G
9997,58105,600,G
9998,58106,600,G
9999,58108,600,G
10000,58109,600,G
10001,58111,600,G
10002,58112,600,G
10003,58114,600,G
10004,58115,600,G
10005,58117,600,G
10006,58118,600,G
10007,58120,600,G
10008,58121,600,G
10009,58123,600,G
10010,58124,600,G
10011,58126,600,G
10012,58127,600,G
10013,58300,600,G
10014,58302,600,G
10015,58303,600,G
10016,58306,600,G
10017,58308,600,G
10018,58500,600,G
10019,58502,600,G
10020,58503,600,G
10021,58505,600,G
10022,58506,600,G
10023,58508,600,G
10024,58509,600,G
10025,58511,600,G
10026,58512,600,G
10027,58515,600,G
10028,58518,600,G
10029,58521,600,G
10030,58523,600,G
10031,58524,600,G
10032,58526,600,G
10033,58527,600,G
10034,58529,600,G
10035,58700,600,G
10036,58702,600,G
10037,58703,600,G
10038,58706,600,G
10039,58708,600,G
10040,58709,600,G
10041,58712,600,G
10042,58715,600,G
10043,58717,600,G
10044,58718,600,G
10045,58720,600,G
10046,58721,600,G
10047,58723,600,G
10048,58724,600,G
10049,58900,600,G
10050,58902,600,G
10051,58903,600,G
10052,58905,600,G
10053,58906,600,G
10054,58909,600,G
10055,58911,600,G
10056,58912,600,G
10057,58914,600,G
10058,58915,600,G
10059,58916,600,G
10060,58917,600,G
10061,58918,600,G
10062,58920,600,G
10063,58921,600,G
10064,58923,600,G
10065,58924,600,G
10066,58926,600,G
10067,58927,600,G
10068,58929,600,G
10069,58930,600,G
10070,58933,600,G
10071,58935,600,G
10072,58936,600,G
10073,58938,600,G
10074,58939,600,G
10075,58941,600,G
10076,59100,600,G
10077,59103,600,G
10078,59104,600,G
10079,59300,600,G
10080,59301,600,G
10081,59303,600,G
10082,59304,600,G
10083,59306,600,G
10084,59307,600,G
10085,59309,600,G
10086,59310,600,G
10087,59312,600,G
10088,59313,600,G
10089,59314,600,G
10090,59315,600,G
10091,59318,600,G
10092,59319,600,G
10093,59500,600,G
10094,59503,600,G
10095,59504,600,G
10096,59506,600,G
10097,59700,600,G
10098,59701,600,G
10099,59703,600,G
10100,59704,600,G
10101,59706,600,G
10102,59709,600,G
10103,59712,600,G
10104,59713,600,G
10105,59715,600,G
10106,59716,600,G
10107,59718,600,G
10108,59719,600,G
10109,59721,600,G
10110,59724,600,G
10111,59725,600,G
10112,59727,600,G
10113,59730,600,G
10114,59733,600,G
10115,59734,600,G
10116,59736,600,G
10117,59737,600,G
10118,59739,600,G
10119,59740,600,G
10120,59742,600,G
10121,59745,600,G
10122,59748,600,G
10123,59751,600,G
10124,59752,600,G
10125,59754,600,G
10126,59755,600,G
10127,59757,600,G
10128,59760,600,G
10129,59761,600,G
10130,59763,600,G
10131,59764,600,G
10132,59900,600,G
10133,59903,600,G
10134,59906,600,G
10135,59909,600,G
10136,59912,600,G
10137,59915,600,G
10138,59918,600,G
10139,59921,600,G
10140,59924,600,G
10141,59925,600,G
10142,59970,600,G
10143,59971,600,G
10144,59972,600,G
10145,59973,600,G
10146,59974,600,G
10147,60000,600,G
10148,60001,600,G
10149,60003,600,G
10150,60004,600,G
10151,60006,600,G
10152,60007,600,G
10153,60009,600,G
10154,60010,600,G
10155,60012,600,G
10156,60013,600,G
10157,60015,600,G
10158,60016,600,G
10159,60018,600,G
10160,60019,600,G
10161,60021,600,G
10162,60022,600,G
10163,60024,600,G
10164,60025,600,G
10165,60027,600,G
10166,60028,600,G
10167,60030,600,G
10168,60031,600,G
10169,60033,600,G
10170,60034,600,G
10171,60036,600,G
10172,60037,600,G
10173,60039,600,G
10174,60040,600,G
10175,60042,600,G
10176,60043,600,G
10177,60045,600,G
10178,60046,600,G
10179,60048,600,G
10180,60049,600,G
10181,60051,600,G
10182,60052,600,G
10183,60054,600,G
10184,60055,600,G
10185,60057,600,G
10186,60058,600,G
10187,60060,600,G
10188,60061,600,G
10189,60063,600,G
10190,60064,600,G
10191,60066,600,G
10192,60067,600,G
10193,60069,600,G
10194,60070,600,G
10195,60072,600,G
10196,60073,600,G
10197,60075,600,G
10198,60076,600,G
10199,60078,600,G
10200,60079,600,G
10201,60100,600,G
10202,60101,600,G
10203,60300,600,G
10204,60500,600,G
10205,60501,600,G
10206,60503,600,G
10207,60504,600,G
10208,60506,600,G
10209,60507,600,G
10210,60509,600,G
10211,60510,600,G
10212,60700,600,G
10213,60900,600,G
10214,60903,600,G
10215,60906,600,G
10216,60909,600,G
10217,60912,600,G
10218,60915,600,G
10219,60918,600,G
10220,60921,600,G
10221,60924,600,G
10222,60927,600,G
10223,60930,600,G
10224,60933,600,G
10225,60936,600,G
10226,60939,600,G
10227,60942,600,G
10228,60945,600,G
10229,60948,600,G
10230,60951,600,G
10231,60954,600,G
10232,60957,600,G
10233,60960,600,G
10234,60963,600,G
10235,60966,600,G
10236,60969,600,G
10237,60972,600,G
10238,60975,600,G
10239,60978,600,G
10240,60981,600,G
10241,61109,600,G
10242,61110,600,G
10243,61200,600,G
10244,61300,600,G
10245,61301,600,G
10246,61302,600,G
10247,61303,600,G
10248,61304,600,G
10249,61305,600,G
10250,61306,600,G
10251,61307,600,G
10252,61308,600,G
10253,61309,600,G
10254,61310,600,G
10255,61312,600,G
10256,61313,600,G
10257,61314,600,G
10258,61315,600,G
10259,61316,600,G
10260,61317,600,G
10261,61318,600,G
10262,61319,600,G
10263,61320,600,G
10264,61322,600,G
10265,61323,600,G
10266,61326,600,G
10267,61327,600,G
10268,61328,600,G
10269,61330,600,G
10270,61331,600,G
10271,61334,600,G
10272,61335,600,G
10273,61338,600,G
10274,61339,600,G
10275,61340,600,G
10276,61342,600,G
10277,61343,600,G
10278,61346,600,G
10279,61347,600,G
10280,61348,600,G
10281,61350,600,G
10282,61351,600,G
10283,61352,600,G
10284,61353,600,G
10285,61354,600,G
10286,61355,600,G
10287,61356,600,G
10288,61358,600,G
10289,61359,600,G
10290,61360,600,G
10291,61361,600,G
10292,61362,600,G
10293,61363,600,G
10294,61364,600,G
10295,61366,600,G
10296,61367,600,G
10297,61368,600,G
10298,61369,600,G
10299,61370,600,G
10300,61371,600,G
10301,61372,600,G
10302,61373,600,G
10303,61374,600,G
10304,61375,600,G
10305,61376,600,G
10306,61378,600,G
10307,61379,600,G
10308,61381,600,G
10309,61382,600,G
10310,61383,600,G
10311,61384,600,G
10312,61385,600,G
10313,61386,600,G
10314,61387,600,G
10315,61388,600,G
10316,61389,600,G
10317,61390,600,G
10318,61391,600,G
10319,61392,600,G
10320,61393,600,G
10321,61395,600,G
10322,61396,600,G
10323,61397,600,G
10324,61399,600,G
10325,61400,600,G
10326,61401,600,G
10327,61402,600,G
10328,61403,600,G
10329,61404,600,G
10330,61405,600,G
10331,61407,600,G
10332,61408,600,G
10333,61409,600,G
10334,61411,600,G
10335,61412,600,G
10336,61413,600,G
10337,61415,600,G
10338,61416,600,G
10339,61417,600,G
10340,61419,600,G
10341,61420,600,G
10342,61421,600,G
10343,61423,600,G
10344,61424,600,G
10345,61425,600,G
10346,61426,600,G
10347,61427,600,G
10348,61428,600,G
10349,61429,600,G
10350,61430,600,G
10351,61431,600,G
10352,61432,600,G
10353,61433,600,G
10354,61434,600,G
10355,61435,600,G
10356,61436,600,G
10357,61437,600,G
10358,61438,600,G
10359,61439,600,G
10360,61440,600,G
10361,61441,600,G
10362,61442,600,G
10363,61443,600,G
10364,61444,600,G
10365,61445,600,G
10366,61446,600,G
10367,61447,600,G
10368,61448,600,G
10369,61449,600,G
10370,61450,600,G
10371,61451,600,G
10372,61452,600,G
10373,61453,600,G
10374,61454,600,G
10375,61455,600,G
10376,61456,600,G
10377,61457,600,G
10378,61458,600,G
10379,61459,600,G
10380,61460,600,G
10381,61461,600,G
10382,61462,600,G
10383,61463,600,G
10384,61464,600,G
10385,61465,600,G
10386,61467,600,G
10387,61468,600,G
10388,61469,600,G
10389,61471,600,G
10390,61472,600,G
10391,61473,600,G
10392,61475,600,G
10393,61476,600,G
10394,61479,600,G
10395,61480,600,G
10396,61482,600,G
10397,61483,600,G
10398,61484,600,G
10399,61485,600,G
10400,61486,600,G
10401,61487,600,G
10402,61490,600,G
10403,61493,600,G
10404,61494,600,G
10405,61495,600,G
10406,61497,600,G
10407,61498,600,G
10408,61499,600,G
10409,61501,600,G
10410,61502,600,G
10411,61503,600,G
10412,61505,600,G
10413,61506,600,G
10414,61507,600,G
10415,61508,600,G
10416,61509,600,G
10417,61510,600,G
10418,61511,600,G
10419,61512,600,G
10420,61513,600,G
10421,61514,600,G
10422,61515,600,G
10423,61516,600,G
10424,61517,600,G
10425,61518,600,G
10426,61519,600,G
10427,61520,600,G
10428,61521,600,G
10429,61522,600,G
10430,61523,600,G
10431,61526,600,G
10432,61529,600,G
10433,61532,600,G
10434,61535,600,G
10435,61538,600,G
10436,61541,600,G
10437,61544,600,G
10438,61547,600,G
10439,61550,600,G
10440,61553,600,G
10441,61556,600,G
10442,61559,600,G
10443,61562,600,G
10444,61565,600,G
10445,61568,600,G
10446,61571,600,G
10447,61574,600,G
10448,61575,600,G
10449,61577,600,G
10450,61580,600,G
10451,61583,600,G
10452,61586,600,G
10453,61589,600,G
10454,61592,600,G
10455,61595,600,G
10456,61598,600,G
10457,61601,600,G
10458,61604,600,G
10459,61607,600,G
10460,61610,600,G
10461,61613,600,G
10462,61616,600,G
10463,61619,600,G
10464,61620,600,G
10465,61622,600,G
10466,61625,600,G
10467,61628,600,G
10468,61631,600,G
10469,61632,600,G
10470,61634,600,G
10471,61637,600,G
10472,61640,600,G
10473,61643,600,G
10474,61646,600,G
10475,61649,600,G
10476,61650,600,G
10477,61651,600,G
10478,61652,600,G
10479,61653,600,G
10480,61654,600,G
10481,61655,600,G
10482,61656,600,G
10483,61657,600,G
10484,61658,600,G
10485,61659,600,G
10486,61660,600,G
10487,61661,600,G
10488,61662,600,G
10489,61663,600,G
10490,61664,600,G
10491,61665,600,G
10492,61666,600,G
10493,61667,600,G
10494,61668,600,G
10495,61669,600,G
10496,61670,600,G
10497,61671,600,G
10498,61672,600,G
10499,61673,600,G
10500,61674,600,G
10501,61675,600,G
10502,61676,600,G
10503,61677,600,G
10504,61678,600,G
10505,61679,600,G
10506,61680,600,G
10507,61681,600,G
10508,61682,600,G
10509,61683,600,G
10510,61684,600,G
10511,61685,600,G
10512,61686,600,G
10513,61687,600,G
10514,61688,600,G
10515,61689,600,G
10516,61690,600,G
10517,61691,600,G
10518,61692,600,G
10519,61693,600,G
10520,61694,600,G
10521,61695,600,G
10522,61696,600,G
10523,61697,600,G
10524,61698,600,G
10525,61699,600,G
10526,61700,600,G
10527,61701,600,G
10528,61702,600,G
10529,61703,600,G
10530,61704,600,G
10531,61705,600,G
10532,61706,600,G
10533,61707,600,G
10534,61708,600,G
10535,61709,600,G
10536,61710,600,G
10537,61711,600,G
10538,61712,600,G
10539,61713,600,G
10540,61714,600,G
10541,61715,600,G
10542,61716,600,G
10543,61717,600,G
10544,61718,600,G
10545,61719,600,G
10546,61729,600,G
10547,63000,600,G
10548,63001,600,G
10549,63002,600,G
10550,63003,600,G
10551,63004,600,G
10552,63005,600,G
10553,63006,600,G
10554,63007,600,G
10555,63008,600,G
10556,63009,600,G
10557,63010,600,G
10558,63011,600,G
10559,63012,600,G
10560,63013,600,G
10561,63014,600,G
10562,63015,600,G
10563,63016,600,G
10564,63017,600,G
10565,63018,600,G
10566,63021,600,G
10567,63024,600,G
10568,63040,600,G
10569,63041,600,G
10570,63042,600,G
10571,63043,600,G
10572,63044,600,G
10573,63045,600,G
10574,63046,600,G
10575,63047,600,G
10576,63048,600,G
10577,63049,600,G
10578,63050,600,G
10579,63051,600,G
10580,63052,600,G
10581,63053,600,G
10582,63054,600,G
10583,63055,600,G
10584,63056,600,G
10585,63057,600,G
10586,63058,600,G
10587,63059,600,G
10588,63060,600,G
10589,63061,600,G
10590,63062,600,G
10591,63063,600,G
10592,63064,600,G
10593,63065,600,G
10594,63067,600,G
10595,63070,600,G
10596,63073,600,G
10597,63074,600,G
10598,63075,600,G
10599,63076,600,G
10600,63077,600,G
10601,63078,600,G
10602,63079,600,G
10603,63080,600,G
10604,63081,600,G
10605,63082,600,G
10606,63083,600,G
10607,63084,600,G
10608,63085,600,G
10609,63100,600,G
10610,63101,600,G
10611,63102,600,G
10612,63103,600,G
10613,63104,600,G
10614,63106,600,G
10615,63109,600,G
10616,63111,600,G
10617,63112,600,G
10618,63113,600,G
10619,63114,600,G
10620,63115,600,G
10621,63116,600,G
10622,63117,600,G
10623,63118,600,G
10624,63119,600,G
10625,63121,600,G
10626,63124,600,G
10627,63125,600,G
10628,63126,600,G
10629,63127,600,G
10630,63128,600,G
10631,63129,600,G
10632,63130,600,G
10633,63131,600,G
10634,63132,600,G
10635,63133,600,G
10636,63134,600,G
10637,63135,600,G
10638,63136,600,G
10639,63150,600,G
10640,63151,600,G
10641,63152,600,G
10642,63153,600,G
10643,63154,600,G
10644,63155,600,G
10645,63156,600,G
10646,63157,600,G
10647,63158,600,G
10648,63159,600,G
10649,63161,600,G
10650,63162,600,G
10651,63163,600,G
10652,63164,600,G
10653,63165,600,G
10654,63167,600,G
10655,63168,600,G
10656,63169,600,G
10657,63170,600,G
10658,63171,600,G
10659,63172,600,G
10660,63173,600,G
10661,63174,600,G
10662,63175,600,G
10663,63176,600,G
10664,63177,600,G
10665,63179,600,G
10666,63182,600,G
10667,63185,600,G
10668,63186,600,G
10669,63187,600,G
10670,63188,600,G
10671,63189,600,G
10672,63190,600,G
10673,63191,600,G
10674,63192,600,G
10675,63193,600,G
10676,63194,600,G
10677,63200,600,G
10678,63201,600,G
10679,63202,600,G
10680,63203,600,G
10681,63204,600,G
10682,63205,600,G
10683,63206,600,G
10684,63207,600,G
10685,63208,600,G
10686,63209,600,G
10687,63212,600,G
10688,63215,600,G
10689,63218,600,G
10690,63219,600,G
10691,63220,600,G
10692,63221,600,G
10693,63222,600,G
10694,63223,600,G
10695,63224,600,G
10696,63225,600,G
10697,63226,600,G
10698,63227,600,G
10699,63228,600,G
10700,63229,600,G
10701,63230,600,G
10702,63231,600,G
10703,63232,600,G
10704,63234,600,G
10705,63237,600,G
10706,63240,600,G
10707,63243,600,G
10708,63244,600,G
10709,63250,600,G
10710,63253,600,G
10711,63256,600,G
10712,63257,600,G
10713,63258,600,G
10714,63259,600,G
10715,63260,600,G
10716,63261,600,G
10717,63262,600,G
10718,63263,600,G
10719,63264,600,G
10720,63265,600,G
10721,63270,600,G
10722,63271,600,G
10723,63272,600,G
10724,63273,600,G
10725,63274,600,G
10726,63275,600,G
10727,63276,600,G
10728,63277,600,G
10729,63278,600,G
10730,63279,600,G
10731,63280,600,G
10732,63281,600,G
10733,63282,600,G
10734,63283,600,G
10735,63284,600,G
10736,63285,600,G
10737,63290,600,G
10738,63293,600,G
10739,63300,600,G
10740,63301,600,G
10741,63302,600,G
10742,63303,600,G
10743,63304,600,G
10744,63305,600,G
10745,63306,600,G
10746,63307,600,G
10747,63308,600,G
10748,63309,600,G
10749,63310,600,G
10750,63311,600,G
10751,63312,600,G
10752,63313,600,G
10753,63315,600,G
10754,63322,600,G
10755,63323,600,G
10756,63324,600,G
10757,63325,600,G
10758,63326,600,G
10759,63327,600,G
10760,63328,600,G
10761,63329,600,G
10762,63330,600,G
10763,63331,600,G
10764,63332,600,G
10765,63334,600,G
10766,63337,600,G
10767,63340,600,G
10768,63341,600,G
10769,63342,600,G
10770,63343,600,G
10771,63345,600,G
10772,63346,600,G
10773,63347,600,G
10774,63348,600,G
10775,63350,600,G
10776,63353,600,G
10777,63356,600,G
10778,63359,600,G
10779,63361,600,G
10780,63362,600,G
10781,63363,600,G
10782,63364,600,G
10783,63365,600,G
10784,63385,600,G
10785,63386,600,G
10786,63387,600,G
10787,63388,600,G
10788,63389,600,G
10789,63391,600,G
10790,63392,600,G
10791,63393,600,G
10792,63394,600,G
10793,63400,600,G
10794,63401,600,G
10795,63402,600,G
10796,63403,600,G
10797,63404,600,G
10798,63405,600,G
10799,63406,600,G
10800,63407,600,G
10801,63408,600,G
10802,63409,600,G
10803,63412,600,G
10804,63415,600,G
10805,63416,600,G
10806,63417,600,G
10807,63418,600,G
10808,63419,600,G
10809,63421,600,G
10810,63424,600,G
10811,63425,600,G
10812,63426,600,G
10813,63427,600,G
10814,63428,600,G
10815,63429,600,G
10816,63430,600,G
10817,63432,600,G
10818,63433,600,G
10819,63440,600,G
10820,63441,600,G
10821,63442,600,G
10822,63443,600,G
10823,63444,600,G
10824,63446,600,G
10825,63447,600,G
10826,63448,600,G
10827,63449,600,G
10828,63450,600,G
10829,63453,600,G
10830,63455,600,G
10831,63456,600,G
10832,63457,600,G
10833,63458,600,G
10834,63459,600,G
10835,63461,600,G
10836,63462,600,G
10837,63463,600,G
10838,63464,600,G
10839,63465,600,G
10840,63466,600,G
10841,63467,600,G
10842,63468,600,G
10843,63469,600,G
10844,63470,600,G
10845,63471,600,G
10846,63472,600,G
10847,63473,600,G
10848,63474,600,G
10849,63475,600,G
10850,63476,600,G
10851,63477,600,G
10852,63478,600,G
10853,63479,600,G
10854,63480,600,G
10855,63481,600,G
10856,63482,600,G
10857,63483,600,G
10858,63484,600,G
10859,63486,600,G
10860,63487,600,G
10861,63488,600,G
10862,63489,600,G
10863,63490,600,G
10864,63491,600,G
10865,63492,600,G
10866,63493,600,G
10867,63494,600,G
10868,63495,600,G
10869,63497,600,G
10870,63498,600,G
10871,63499,600,G
10872,63500,600,G
10873,63501,600,G
10874,63502,600,G
10875,63503,600,G
10876,63504,600,G
10877,63505,600,G
10878,63506,600,G
10879,63507,600,G
10880,63508,600,G
10881,63509,600,G
10882,63510,600,G
10883,63511,600,G
10884,63512,600,G
10885,63513,600,G
10886,63514,600,G
10887,63515,600,G
10888,63516,600,G
10889,63517,600,G
10890,63518,600,G
10891,63519,600,G
10892,63520,600,G
10893,63521,600,G
10894,63522,600,G
10895,63523,600,G
10896,63524,600,G
10897,63525,600,G
10898,63526,600,G
10899,63527,600,G
10900,63528,600,G
10901,63529,600,G
10902,63530,600,G
10903,63550,600,G
10904,63551,600,G
10905,63552,600,G
10906,63553,600,G
10907,63554,600,G
10908,63555,600,G
10909,63556,600,G
10910,63557,600,G
10911,63558,600,G
10912,63559,600,G
10913,63560,600,G
10914,63561,600,G
10915,63562,600,G
10916,63565,600,G
10917,63568,600,G
10918,63571,600,G
10919,63574,600,G
10920,63580,600,G
10921,63583,600,G
10922,63584,600,G
10923,63585,600,G
10924,63586,600,G
10925,63587,600,G
10926,63590,600,G
10927,63593,600,G
10928,63600,600,G
10929,63603,600,G
10930,63606,600,G
10931,63609,600,G
10932,63612,600,G
10933,63615,600,G
10934,63618,600,G
10935,63621,600,G
10936,63624,600,G
10937,63627,600,G
10938,63650,600,G
10939,63653,600,G
10940,63656,600,G
10941,63659,600,G
10942,63662,600,G
10943,63665,600,G
10944,63668,600,G
10945,63671,600,G
10946,63674,600,G
10947,63677,600,G
10948,63680,600,G
10949,63700,600,G
10950,63703,600,G
10951,63706,600,G
10952,63709,600,G
10953,63712,600,G
10954,63715,600,G
10955,63718,600,G
10956,63721,600,G
10957,63736,600,G
10958,63739,600,G
10959,63740,600,G
10960,63741,600,G
10961,63742,600,G
10962,63743,600,G
10963,63744,600,G
10964,63745,600,G
10965,63746,600,G
10966,63747,600,G
10967,63750,600,G
10968,63753,600,G
10969,63756,600,G
10970,63800,600,G
10971,63803,600,G
10972,63806,600,G
10973,63850,600,G
10974,63853,600,G
10975,63856,600,G
10976,63859,600,G
10977,63862,600,G
10978,63865,600,G
10979,63868,600,G
10980,63870,600,G
10981,63880,600,G
10982,63883,600,G
10983,63900,600,G
10984,63903,600,G
10985,63906,600,G
10986,63909,600,G
10987,63920,600,G
10988,63930,600,G
10989,63940,600,G
10990,63943,600,G
10991,63946,600,G
10992,63960,600,G
10993,63963,600,G
10994,64990,600,G
10995,64991,600,G
10996,65001,502,F
10997,65002,502,F
10998,65003,502,F
10999,65004,502,F
11000,65005,502,F
11001,65006,502,F
11002,65007,502,F
11003,65008,502,F
11004,65009,502,F
11005,65010,502,F
11006,65011,502,F
11007,65012,502,F
11008,65013,502,F
11009,65014,502,F
11010,65015,502,F
11011,65016,502,F
11012,65017,502,F
11013,65018,502,F
11014,65019,502,F
11015,65020,502,F
11016,65021,502,F
11017,65022,502,F
11018,65023,502,F
11019,65024,502,F
11020,65025,502,F
11021,65026,502,F
11022,65027,502,F
11023,65028,502,F
11024,65029,502,F
11025,65030,502,F
11026,65031,502,F
11027,65032,502,F
11028,65033,502,F
11029,65034,502,F
11030,65035,502,F
11031,65036,502,F
11032,65037,502,F
11033,65038,502,F
11034,65039,502,F
11035,65040,502,F
11036,65041,502,F
11037,65042,502,F
11038,65043,502,F
11039,65044,502,F
11040,65045,502,F
11041,65046,502,F
11042,65047,502,F
11043,65048,502,F
11044,65049,502,F
11045,65050,502,F
11046,65052,502,F
11047,65053,502,F
11048,65060,502,F
11049,65063,502,F
11050,65066,502,F
11051,65069,502,F
11052,65070,502,F
11053,65072,502,F
11054,65075,502,F
11055,65078,502,F
11056,65079,502,F
11057,65081,502,F
11058,65082,502,F
11059,65084,502,F
11060,65087,502,F
11061,65090,502,F
11062,65093,502,F
11063,65096,502,F
11064,65099,502,F
11065,65102,502,F
11066,65105,502,F
11067,65108,502,F
11068,65109,502,F
11069,65110,502,F
11070,65111,502,F
11071,65114,502,F
11072,65117,502,F
11073,65120,502,F
11074,65123,502,F
11075,65126,502,F
11076,65129,502,F
11077,65132,502,F
11078,65133,502,F
11079,65134,502,F
11080,65135,502,F
11081,65136,502,F
11082,65137,502,F
11083,65138,502,F
11084,65139,502,F
11085,65140,502,F
11086,65141,502,F
11087,65142,502,F
11088,65144,502,F
11089,65147,502,F
11090,65150,502,F
11091,65153,502,F
11092,65156,502,F
11093,65157,502,F
11094,65158,502,F
11095,65159,502,F
11096,65162,502,F
11097,65165,502,F
11098,65166,502,F
11099,65168,502,F
11100,65171,502,F
11101,65174,502,F
11102,65175,502,F
11103,65176,502,F
11104,65177,502,F
11105,65178,502,F
11106,65179,502,F
11107,65180,502,F
11108,65181,502,F
11109,65200,502,F
11110,66201,502,F
11111,66202,502,F
11112,66203,502,F
11113,66204,502,F
11114,66205,502,F
11115,66206,502,F
11116,66207,502,F
11117,66208,502,F
11118,66209,502,F
11119,66210,502,F
11120,66211,502,F
11121,66212,502,F
11122,66213,502,F
11123,66214,502,F
11124,66215,502,F
11125,66217,502,F
11126,66218,502,F
11127,66219,502,F
11128,66220,502,F
11129,66221,502,F
11130,66223,502,F
11131,66224,502,F
11132,66225,502,F
11133,66226,502,F
11134,66227,502,F
11135,66228,502,F
11136,66229,502,F
11137,66230,502,F
11138,66231,502,F
11139,66232,502,F
11140,66233,502,F
11141,66234,502,F
11142,66235,502,F
11143,66236,502,F
11144,66237,502,F
11145,66238,502,F
11146,66239,502,F
11147,66240,502,F
11148,66241,502,F
11149,66243,502,F
11150,66244,502,F
11151,66245,502,F
11152,66246,502,F
11153,66247,502,F
11154,66248,502,F
11155,66249,502,F
11156,66250,502,F
11157,66251,502,F
11158,66252,502,F
11159,66253,502,F
11160,66254,502,F
11161,66255,502,F
11162,66257,502,F
11163,66258,502,F
11164,66259,502,F
11165,66260,502,F
11166,66261,502,F
11167,66262,502,F
11168,66263,502,F
11169,66264,502,F
11170,66265,502,F
11171,66266,502,F
11172,66267,502,F
11173,66268,502,F
11174,66269,502,F
11175,66270,502,F
11176,66271,502,F
11177,66272,502,F
11178,66273,502,F
11179,66274,502,F
11180,66275,502,F
11181,66276,502,F
11182,66277,502,F
11183,66278,502,F
11184,66279,502,F
11185,66280,502,F
11186,66281,502,F
11187,66282,502,F
11188,66283,502,F
11189,66284,502,F
11190,66285,502,F
11191,66286,502,F
11192,66287,502,F
11193,66288,502,F
11194,66289,502,F
11195,66290,502,F
11196,66291,502,F
11197,66292,502,F
11198,66293,502,F
11199,66294,502,F
11200,66295,502,F
11201,66296,502,F
11202,66297,502,F
11203,66298,502,F
11204,66299,502,F
11205,66300,502,F
11206,66301,502,F
11207,66302,502,F
11208,66303,502,F
11209,66304,502,F
11210,66305,502,F
11211,66306,502,F
11212,66307,502,F
11213,66308,502,F
11214,66309,502,F
11215,66310,502,F
11216,66311,502,F
11217,66312,502,F
11218,66313,502,F
11219,66315,502,F
11220,66316,502,F
11221,66317,502,F
11222,66318,502,F
11223,66319,502,F
11224,66320,502,F
11225,66321,502,F
11226,66322,502,F
11227,66323,502,F
11228,66325,502,F
11229,66327,502,F
11230,66329,502,F
11231,66331,502,F
11232,66335,502,F
11233,66337,502,F
11234,66339,502,F
11235,66341,502,F
11236,66343,502,F
11237,66353,502,F
11238,66355,502,F
11239,66357,502,F
11240,66359,502,F
11241,66361,502,F
11242,66363,502,F
11243,66365,502,F
11244,66367,502,F
11245,66369,502,F
11246,66371,502,F
11247,66373,502,F
11248,66375,502,F
11249,66377,502,F
11250,66379,502,F
11251,66381,502,F
11252,66383,502,F
11253,66385,502,F
11254,66387,502,F
11255,66389,502,F
11256,66391,502,F
11257,66393,502,F
11258,66395,502,F
11259,66397,502,F
11260,66399,502,F
11261,66401,502,F
11262,66403,502,F
11263,66405,502,F
11264,66407,502,F
11265,66409,502,F
11266,66411,502,F
11267,66413,502,F
11268,66415,502,F
11269,66417,502,F
11270,66419,502,F
11271,66421,502,F
11272,66422,502,F
11273,66423,502,F
11274,66424,502,F
11275,66425,502,F
11276,66426,502,F
11277,66427,502,F
11278,66428,502,F
11279,66429,502,F
11280,66430,502,F
11281,66431,502,F
11282,66432,502,F
11283,66435,502,F
11284,66500,502,F
11285,66503,502,F
11286,66506,502,F
11287,66509,502,F
11288,66512,502,F
11289,66515,502,F
11290,66517,502,F
11291,66518,502,F
11292,66519,502,F
11293,66521,502,F
11294,66524,502,F
11295,66527,502,F
11296,66530,502,F
11297,66533,502,F
11298,66536,502,F
11299,66539,502,F
11300,66542,502,F
11301,66545,502,F
11302,66548,502,F
11303,66551,502,F
11304,66554,502,F
11305,66557,502,F
11306,66560,502,F
11307,66563,502,F
11308,66566,502,F
11309,66569,502,F
11310,66572,502,F
11311,66575,502,F
11312,66578,502,F
11313,66581,502,F
11314,66584,502,F
11315,66587,502,F
11316,66590,502,F
11317,66593,502,F
11318,66596,502,F
11319,66599,502,F
11320,66602,502,F
11321,66605,502,F
11322,66606,502,F
11323,66607,502,F
11324,66608,502,F
11325,66609,502,F
11326,66610,502,F
11327,66611,502,F
11328,66614,502,F
11329,66617,502,F
11330,66620,502,F
11331,66623,502,F
11332,66626,502,F
11333,66629,502,F
11334,66632,502,F
11335,66635,502,F
11336,66638,502,F
11337,66639,502,F
11338,66641,502,F
11339,66642,502,F
11340,66644,502,F
11341,66647,502,F
11342,66650,502,F
11343,66651,502,F
11344,66652,502,F
11345,66653,502,F
11346,66655,502,F
11347,66656,502,F
11348,66659,502,F
11349,66660,502,F
11350,66662,502,F
11351,66663,502,F
11352,66665,502,F
11353,66666,502,F
11354,66667,502,F
11355,66668,502,F
11356,66669,502,F
11357,66670,502,F
11358,66671,502,F
11359,66672,502,F
11360,66673,502,F
11361,66674,502,F
11362,66677,502,F
11363,66680,502,F
11364,66683,502,F
11365,66686,502,F
11366,66689,502,F
11367,66692,502,F
11368,66695,502,F
11369,66696,502,F
11370,66697,502,F
11371,66698,502,F
11372,66701,502,F
11373,66704,502,F
11374,66707,502,F
